[2024-11-25 10:38:02] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-25 10:38:02] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-25 10:38:02] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-25 10:38:03] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-25 10:38:03] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-25 10:38:03] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-25 10:38:05] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082\
[2024-11-25 10:38:05] [class-ss-setup-task.php:72] Adding origin URL to queue: https://localhost/vp001/
[2024-11-25 10:39:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c6ea056-v6J5Ip.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/themes/twentytwentyfive/style.css
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:03] [class-ss-page.php:119] Checking Content Identical:ea5b671c7e109f3a3930b4229efd36784db50107===. Value: FALSE
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-json/
[2024-11-25 10:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 973
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:79] Excludable found: URL: https://localhost/vp001/wp-json/
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/xmlrpc.php
[2024-11-25 10:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 973
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:79] Excludable found: URL: https://localhost/vp001/xmlrpc.php
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-includes/js/dist/script-modules/interactivity/index.min.js
[2024-11-25 10:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 973
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c70a92b-0kHqPm.tmp
[2024-11-25 10:39:03] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-includes/js/dist/script-modules/interactivity/index.min.js?simply_static_page=7901
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-includes/js/dist/script-modules/interactivity/index.min.js?simply_static_page=7901
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:103] Filesize: 36695 bytes
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:233] New filename for static page: /wp-includes/js/dist/script-modules/interactivity/index.min.js
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c70a92b-0kHqPm.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-includes/js/dist/script-modules/interactivity/index.min.js
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:03] [class-ss-page.php:119] Checking Content Identical:b8552f14cf91bdfc758994614768737736f34657===. Value: FALSE
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/themes/twentytwentyfive/assets/fonts/manrope/Manrope-VariableFont_wght.woff2
[2024-11-25 10:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 973
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c7156bf-wvjEPs.tmp
[2024-11-25 10:39:03] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/themes/twentytwentyfive/assets/fonts/manrope/Manrope-VariableFont_wght.woff2?simply_static_page=7902
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/themes/twentytwentyfive/assets/fonts/manrope/Manrope-VariableFont_wght.woff2?simply_static_page=7902
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:103] Filesize: 53600 bytes
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff2
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/twentytwentyfive/assets/fonts/manrope/Manrope-VariableFont_wght.woff2
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c7156bf-wvjEPs.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/themes/twentytwentyfive/assets/fonts/manrope/Manrope-VariableFont_wght.woff2
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:03] [class-ss-page.php:119] Checking Content Identical:5b56dbe3d3eabe178719988f4fee76d9d4ad7079===. Value: FALSE
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/themes/twentytwentyfive/assets/fonts/fira-code/FiraCode-VariableFont_wght.woff2
[2024-11-25 10:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 973
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c71ff7c-peQb9R.tmp
[2024-11-25 10:39:03] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/themes/twentytwentyfive/assets/fonts/fira-code/FiraCode-VariableFont_wght.woff2?simply_static_page=7903
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/themes/twentytwentyfive/assets/fonts/fira-code/FiraCode-VariableFont_wght.woff2?simply_static_page=7903
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:103] Filesize: 106112 bytes
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff2
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/twentytwentyfive/assets/fonts/fira-code/FiraCode-VariableFont_wght.woff2
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c71ff7c-peQb9R.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/themes/twentytwentyfive/assets/fonts/fira-code/FiraCode-VariableFont_wght.woff2
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:03] [class-ss-page.php:119] Checking Content Identical:8861b9f5ea4d8410ce01d59ce47dcb32edead4ce===. Value: FALSE
[2024-11-25 10:39:03] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 950 of 973 pages/files
[2024-11-25 10:39:03] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-11-25 10:39:03] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-11-25 10:39:03] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:69] Total pages: 974; Pages remaining: 1
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/feed/index.xml
[2024-11-25 10:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 974
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c732c7d-FHRlcD.tmp
[2024-11-25 10:39:03] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/feed/index.xml?simply_static_page=7904
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/feed/index.xml?simply_static_page=7904
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:103] Filesize: 1709 bytes
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/xml
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:233] New filename for static page: /feed/index.xml
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c732c7d-FHRlcD.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/feed/index.xml
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:39:03] [class-ss-page.php:119] Checking Content Identical:7cceeb00c824d64b44bcdb475e7769bb21e5506e===. Value: FALSE
[2024-11-25 10:39:03] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 973 of 974 pages/files
[2024-11-25 10:39:03] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-11-25 10:39:03] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-11-25 10:39:03] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-11-25 10:39:03] [class-ss-fetch-urls-task.php:69] Total pages: 974; Pages remaining: 0
[2024-11-25 10:39:03] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 974 of 974 pages/files
[2024-11-25 10:39:03] [class-ss-archive-creation-job.php:175] We've found our next task: generate_404
[2024-11-25 10:39:03] [class-ss-archive-creation-job.php:136] Current task: generate_404
[2024-11-25 10:39:03] [class-ss-archive-creation-job.php:153] Performing task: generate_404
[2024-11-25 10:39:03] [class-ss-task.php:44] Status message: [generate_404] Generating 404 Page.
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453c743cf9-zMMS5Z.tmp
[2024-11-25 10:39:03] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/1732531144?simply_static_page=0
[2024-11-25 10:39:03] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/1732531144?simply_static_page=0
[2024-11-25 10:39:04] [class-ss-url-fetcher.php:103] Filesize: 57623 bytes
[2024-11-25 10:39:04] [class-ss-url-fetcher.php:119] http_status_code: 404 | content_type: text/html; charset=UTF-8
[2024-11-25 10:39:04] [class-ss-url-fetcher.php:233] New filename for static page: 404/index.html
[2024-11-25 10:39:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453c743cf9-zMMS5Z.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082\404/index.html
[2024-11-25 10:39:04] [class-ss-generate-404-task.php:119] Replacing URLs in the static file
[2024-11-25 10:39:04] [class-ss-generate-404-task.php:125] We're saving this URL; keeping the static file
[2024-11-25 10:39:04] [class-ss-page.php:119] Checking Content Identical:9fd20459c41d73ceff4fb7728e10e2ec304d1866===. Value: FALSE
[2024-11-25 10:39:04] [class-ss-task.php:44] Status message: [generate_404] 404 Page generated
[2024-11-25 10:39:04] [class-ss-archive-creation-job.php:175] We've found our next task: transfer_files_locally
[2024-11-25 10:39:04] [class-ss-archive-creation-job.php:136] Current task: transfer_files_locally
[2024-11-25 10:39:04] [class-ss-archive-creation-job.php:153] Performing task: transfer_files_locally
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animate.css
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animate.css
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animate.css
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animate.css
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animate.css
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animate.css
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:132] Successfully transferred: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-25 10:39:04] [class-ss-transfer-files-locally-task.php:110] Trying to transfer: C:/xampp/htdocs/vp001/wp-content/plugins/elementor/assets/lib/animations/styles
